AGE,immig_cohort,weighted_count,count,weighted_mean
6,1990s,163186,7618,5.277272560146091
7,1990s,186192,8764,5.459074503738077
8,1990s,208279,9794,5.6039303050235505
9,1990s,233469,11039,5.560387032111329
10,1990s,265506,12544,5.394691645386545
11,1990s,256102,12021,5.2489398755183485
12,1990s,276876,12970,5.346638928617865
13,1990s,288583,13472,5.315375472567684
14,1990s,312481,14452,5.238862522841389
15,1990s,331460,15723,5.214970132142642
16,1990s,358985,16820,5.201415100909509
17,1990s,394288,18647,5.163654486060951
18,1990s,426286,19069,5.149247219003205
19,1990s,449432,20261,5.065349151818295
20,1990s,540102,22442,4.815260821104162
21,1990s,570323,23685,4.695195529550799
22,1990s,614169,25671,4.53162403182186
23,1990s,656280,27442,4.375380934966782
24,1990s,718777,29245,4.25770997124282
25,1990s,805619,31283,4.02768430238115
26,1990s,825107,31622,4.063045156567572
27,1990s,908931,34317,4.081108466979342
28,1990s,915153,34032,3.9731706064450427
29,1990s,936359,34266,3.887138373209421
30,1990s,1030763,36788,3.9246073054620703
31,1990s,953952,33868,3.9194907081278725
32,1990s,983689,34410,3.981567344963703
33,1990s,949178,33454,4.033798718470087
34,1990s,975576,34661,4.097194887943123
35,1990s,1050411,36008,4.1533704426172235
36,1990s,1010338,35199,4.213789840627592
37,1990s,965387,34012,4.194439121305757
38,1990s,984578,34177,4.248254582166167
39,1990s,962951,33713,4.254415852935404
40,1990s,1048231,35705,4.253550982560141
41,1990s,928558,31919,4.269576052330603
42,1990s,988372,32415,4.250470470632515
43,1990s,980234,31873,4.231417192221449
44,1990s,960130,31113,4.159606511618218
45,1990s,1016473,32743,4.1276177527588045
46,1990s,968679,31017,4.063003327211594
47,1990s,960726,29955,4.024648026596553
48,1990s,974374,30020,3.939019308807501
49,1990s,932922,28605,3.906874315323253
50,1990s,980584,29543,3.820180627054898
51,1990s,843134,25960,3.7234852348499765
52,1990s,823666,24820,3.646828933086955
53,1990s,776461,23307,3.5625704317409372
54,1990s,735371,22119,3.508049678325634
55,1990s,700030,21179,3.448335071354085
56,1990s,652751,19378,3.418954547752512
57,1990s,600236,18174,3.4034296510039383
58,1990s,565755,17039,3.312023755866055
59,1990s,513681,15505,3.243396193357356
60,1990s,504097,15142,3.288744031406654
61,1990s,424707,13359,3.1875810853129334
62,1990s,416679,12942,3.2222142224590153
63,1990s,376619,11600,3.160092825906287
64,1990s,332523,10866,3.1888771603768764
65,1990s,323740,10504,3.25699944399827
66,1990s,274069,8940,3.1879453714210655
67,1990s,268195,8495,3.1845895710210854
68,1990s,245464,7847,3.30407310236939
69,1990s,226097,7256,3.1706922250184655
70,1990s,219087,7113,3.198610597616472
71,1990s,180612,6101,3.1544581755365093
72,1990s,174723,6005,3.222758308866034
73,1990s,156781,5374,3.2195801787206357
74,1990s,148760,4956,3.3243681097069104
75,1990s,139072,4569,3.2584632420616657
76,1990s,115238,3926,3.2264010135545567
77,1990s,108152,3523,3.231313336785265
78,1990s,94092,3253,3.3681290651702587
79,1990s,89774,3032,3.2860293626216945
80,1990s,87007,2962,3.2553472709092373
81,1990s,72333,2480,3.1183000843321858
82,1990s,71147,2363,3.0869326886586927
83,1990s,59621,2056,3.1494943056976568
84,1990s,58068,1967,3.0451711786181717
85,1990s,52834,1700,2.9041904834008405
86,1990s,39116,1338,3.30110440740362
87,1990s,39633,1232,2.922413140564681
88,1990s,32135,968,3.3229189357398474
89,1990s,23014,834,3.2774398192404623
90,1990s,14894,462,2.794279575668054
91,1990s,5179,143,2.75381347750531
92,1990s,10382,289,3.5228279714891158
93,1990s,17354,793,3.528696554108563
94,1990s,37199,1035,2.9902416731632573
95,1990s,13813,351,2.7915007601534785
0,2000s,80558,3791,6.231460562576032
1,2000s,52567,2386,5.467308387391329
2,2000s,59343,2697,4.948182599464133
3,2000s,85558,3831,5.141646602304869
4,2000s,100808,4475,4.901634790889612
5,2000s,115793,5193,4.879785479260405
6,2000s,134538,5944,5.048997309310381
7,2000s,150499,6605,4.997136193595971
8,2000s,169400,7273,4.999710743801653
9,2000s,189939,8099,5.065847456288598
10,2000s,203783,8705,5.046902832915405
11,2000s,222269,9295,4.930453639508883
12,2000s,247810,10328,5.0337234171340945
13,2000s,261669,10727,4.9753581815194
14,2000s,306985,11813,4.872961219603564
15,2000s,353834,12977,4.84159803749781
16,2000s,402113,14483,4.843243068490698
17,2000s,426820,15105,4.735820720678507
18,2000s,447858,14945,4.8027008560749165
19,2000s,462940,15251,4.741236445327688
20,2000s,547199,16429,4.390256561141376
21,2000s,610032,17584,4.347140805728224
22,2000s,678266,19283,4.258398622369395
23,2000s,697423,19809,4.054751563971936
24,2000s,715999,20612,3.963212239123239
25,2000s,783492,22220,3.9189538629622254
26,2000s,773167,22211,3.840584246352987
27,2000s,783838,23136,3.852173535858175
28,2000s,798794,23576,3.812621276574436
29,2000s,775303,23605,3.7381075527890384
30,2000s,908418,26629,3.838722922707388
31,2000s,810069,24441,3.788508139430098
32,2000s,861785,25810,3.888577777519915
33,2000s,867500,25677,3.9421394812680117
34,2000s,913493,26406,3.99968582134729
35,2000s,1017650,28010,4.065619810347369
36,2000s,975595,26966,4.136304511605738
37,2000s,978660,26661,4.184479798908712
38,2000s,998259,26714,4.160266023146297
39,2000s,978806,25919,4.1711299276874065
40,2000s,1045883,27296,4.186742685367292
41,2000s,923638,24189,4.118248707827092
42,2000s,936067,24181,4.1145740636086945
43,2000s,876878,22551,4.06906548003257
44,2000s,853193,22004,4.058768649062991
45,2000s,845862,22183,4.027440646346567
46,2000s,763855,20039,3.9137912300109314
47,2000s,724443,19005,3.9024712779335298
48,2000s,686243,17932,3.792384038890014
49,2000s,628724,16411,3.7563716352485352
50,2000s,615049,16385,3.683965017421376
51,2000s,528351,14285,3.6279480875402905
52,2000s,509904,13441,3.5628471241645485
53,2000s,462774,12347,3.5698289013643807
54,2000s,443327,11782,3.4894716541063366
55,2000s,394047,11023,3.476519298459321
56,2000s,353992,10012,3.3891020136048273
57,2000s,338727,9306,3.409217452402672
58,2000s,310297,8879,3.3158619000505967
59,2000s,290568,8009,3.2899218083202557
60,2000s,287478,7784,3.3768184000166968
61,2000s,251938,6886,3.313061149965468
62,2000s,235993,6755,3.3014792811651192
63,2000s,211355,6021,3.32719358425398
64,2000s,191414,5536,3.361065543795125
65,2000s,183069,5343,3.418984098891675
66,2000s,164444,4850,3.445641069300187
67,2000s,146264,4446,3.424301263468796
68,2000s,148449,4141,3.490572519855304
69,2000s,122207,3730,3.4541802024433954
70,2000s,126849,3844,3.5581202847480076
71,2000s,106618,3312,3.576300437074415
72,2000s,103854,3116,3.579284379994993
73,2000s,95690,2813,3.4164175984951406
74,2000s,88567,2561,3.4962457800309372
75,2000s,82469,2456,3.5911554644775614
76,2000s,70074,2144,3.656063589919228
77,2000s,62025,1923,3.5434421604191857
78,2000s,58075,1773,3.656926388291003
79,2000s,53365,1506,3.6566101377307225
80,2000s,50741,1469,3.638714254744684
81,2000s,47196,1370,3.3264047800661074
82,2000s,37526,1155,3.5135372808186323
83,2000s,39933,1104,3.4028497733703955
84,2000s,32061,890,3.4149901749789464
85,2000s,27354,795,3.2755355706660816
86,2000s,24867,683,3.4182651707081675
87,2000s,17829,522,3.2401144203264343
88,2000s,19095,489,3.3884262896046087
89,2000s,11684,355,3.4136425881547416
90,2000s,8371,247,3.4111814598016963
91,2000s,3313,99,2.9873226682764864
92,2000s,5507,174,3.558017069184674
93,2000s,3875,171,3.900645161290323
94,2000s,16780,442,3.154648390941597
95,2000s,5452,150,3.3934336023477623
0,2010s,39980,1666,5.43791895947974
1,2010s,68870,2575,5.179410483519675
2,2010s,88422,3345,5.074687295017077
3,2010s,116624,4077,4.982936616819866
4,2010s,159790,4952,4.915094811940672
5,2010s,205706,6193,4.949077810078461
6,2010s,255815,7037,4.9675077692863985
7,2010s,306403,7936,4.9875327591440035
8,2010s,340910,8516,4.967519286615236
9,2010s,384510,9085,4.955754076616993
10,2010s,392676,9376,4.910244068901588
11,2010s,413159,9395,4.99956191199998
12,2010s,420407,9145,4.88611750042221
13,2010s,419514,8827,4.894670976415567
14,2010s,393569,8201,4.871036590788401
15,2010s,358625,8250,4.791445102823284
16,2010s,362397,8293,4.787100886596743
17,2010s,340275,8174,4.67258540886048
18,2010s,347724,7901,4.72790201424118
19,2010s,333994,7788,4.4739516278735545
20,2010s,375994,8320,4.320185960414262
21,2010s,405175,8987,4.093083235638922
22,2010s,441171,9928,3.9056714969932296
23,2010s,467542,10369,3.7848578309542242
24,2010s,498664,11160,3.585225723132209
25,2010s,547644,12614,3.5666564410456427
26,2010s,574813,13221,3.4403623439275033
27,2010s,596045,13755,3.380122306201713
28,2010s,649757,14755,3.3392622164901646
29,2010s,658032,15239,3.2693774770831814
30,2010s,753036,16684,3.350972596263658
31,2010s,694516,15816,3.3884863703643977
32,2010s,731735,16428,3.414154031172487
33,2010s,716020,15845,3.521020362559705
34,2010s,691746,15451,3.56491689146016
35,2010s,724987,15762,3.642008753260403
36,2010s,681162,14783,3.733136904290022
37,2010s,635012,13994,3.7473827266256388
38,2010s,631412,13503,3.8389751857741063
39,2010s,578286,12242,3.827102852221911
40,2010s,609751,12437,3.847554165552824
41,2010s,520959,10893,3.8989114306500126
42,2010s,476899,10128,3.8406874411563034
43,2010s,456403,9420,3.901161911731518
44,2010s,391087,8706,3.8256858448375937
45,2010s,390282,8578,3.7985841007271666
46,2010s,343605,7709,3.723356761397535
47,2010s,330752,7399,3.7749915344427243
48,2010s,308127,6931,3.744741616281598
49,2010s,278353,6248,3.7038939763537666
50,2010s,290128,6534,3.650195775657641
51,2010s,249342,5667,3.615199204305733
52,2010s,240381,5407,3.5483669674391902
53,2010s,215077,4959,3.5676292676576296
54,2010s,205147,4858,3.4773503877707204
55,2010s,189617,4464,3.4963900916057105
56,2010s,172550,4263,3.4738800347725296
57,2010s,165230,4033,3.466156267021727
58,2010s,156334,3781,3.5609848145636906
59,2010s,147326,3570,3.4840557674816393
60,2010s,146039,3571,3.5166222721327864
61,2010s,123070,3170,3.484244738766556
62,2010s,120201,3163,3.6444372342992155
63,2010s,118554,3012,3.5803093948749094
64,2010s,106064,2835,3.737705536279982
65,2010s,107101,2839,3.868292546288083
66,2010s,98238,2533,3.8335165618192555
67,2010s,93930,2400,3.8005748961992976
68,2010s,91461,2324,3.7234887001016825
69,2010s,80325,2139,3.75942732648615
70,2010s,78137,2063,3.7769686576141903
71,2010s,70488,1925,3.736565089093179
72,2010s,63158,1842,3.69962633395611
73,2010s,63571,1692,3.729373456450268
74,2010s,56291,1496,3.7825229610417295
75,2010s,50782,1339,3.931649009491552
76,2010s,47070,1229,3.673953685999575
77,2010s,36573,1040,3.9575916659831023
78,2010s,35607,985,4.071755553683264
79,2010s,30126,839,3.6878111929894444
80,2010s,31158,880,3.687271326786058
81,2010s,28599,715,3.6373299765726075
82,2010s,23533,655,3.851782603153019
83,2010s,22215,570,3.863920774251632
84,2010s,17885,497,3.7422421023203802
85,2010s,17122,442,3.61295409414788
86,2010s,16111,378,3.560859040407175
87,2010s,11732,293,3.5674224343675416
88,2010s,11121,259,3.288013667835626
89,2010s,7400,198,3.4628378378378377
90,2010s,5389,148,3.8246427908702914
91,2010s,2007,63,3.9063278525161933
92,2010s,3577,101,3.8568632932625104
93,2010s,1135,44,3.79647577092511
94,2010s,9095,215,3.736118746564046
95,2010s,5091,132,3.387153800824985
0,2020s,89767,1648,5.711497543640759
1,2020s,119659,1770,5.466818208408895
2,2020s,143445,1858,5.180222384886194
3,2020s,137199,1747,5.1869328493647915
4,2020s,143633,1551,5.301929222393182
5,2020s,126164,1471,5.287054944358137
6,2020s,103643,1256,5.117046013720174
7,2020s,101629,1174,5.119375375138986
8,2020s,99945,1141,4.991425283906149
9,2020s,85692,1008,5.221794333193297
10,2020s,90321,1015,4.971125208976871
11,2020s,83640,1006,4.9902199904351985
12,2020s,80313,1001,5.071893715836788
13,2020s,79857,938,4.936724394855805
14,2020s,78304,897,4.910298324478954
15,2020s,86430,1054,4.973643410852713
16,2020s,90703,1078,4.847667662591094
17,2020s,86875,1123,4.675142446043165
18,2020s,95263,1136,4.889306446364276
19,2020s,108119,1224,4.487185416069331
20,2020s,121494,1417,4.130516733336625
21,2020s,133595,1527,3.9297952767693403
22,2020s,147564,1784,3.9958933073107263
23,2020s,170057,2048,3.802348624284799
24,2020s,164120,2066,3.720229100658055
25,2020s,186472,2245,3.526261315371745
26,2020s,186042,2265,3.515996387912407
27,2020s,181395,2248,3.4350616058877037
28,2020s,177768,2239,3.281985509203006
29,2020s,175161,2204,3.260605956805453
30,2020s,192001,2351,3.45503929667033
31,2020s,172931,2096,3.278492577964622
32,2020s,166635,2081,3.3682299636931017
33,2020s,163614,2041,3.5603065752319485
34,2020s,157455,1827,3.626636181766219
35,2020s,160785,1870,3.5582299343844266
36,2020s,141845,1607,3.659677817335824
37,2020s,141159,1654,3.6984464327460524
38,2020s,132583,1511,3.791579614279357
39,2020s,105844,1290,3.787574165753373
40,2020s,126036,1434,3.845964645022057
41,2020s,93877,1156,3.9323902553341075
42,2020s,90753,1140,3.7836875915947683
43,2020s,84708,1008,3.826923076923077
44,2020s,77509,913,3.8019842856958546
45,2020s,72350,864,4.016682791983414
46,2020s,66157,794,3.8208504013180766
47,2020s,62544,788,3.72843118444615
48,2020s,61985,716,3.7059288537549406
49,2020s,51872,689,3.7033852560148057
50,2020s,52590,642,3.9281232173417
51,2020s,47700,609,3.7436058700209642
52,2020s,44234,589,3.5650178595650406
53,2020s,41857,539,3.4341687172993764
54,2020s,39784,514,3.6647898652724713
55,2020s,40152,539,3.4903865311815103
56,2020s,33183,489,3.729921947985414
57,2020s,35483,498,3.6829185807287996
58,2020s,31430,459,3.6221126312440344
59,2020s,32072,478,3.7402407084060862
60,2020s,30771,485,3.818140456923727
61,2020s,28633,476,4.022177208116509
62,2020s,26742,449,3.8552090344776007
63,2020s,27676,459,3.909777424483307
64,2020s,20831,381,3.694205751044117
65,2020s,29863,501,4.0128922077487195
66,2020s,22438,392,3.8224886353507443
67,2020s,23278,405,3.945785720422717
68,2020s,21921,402,4.248209479494548
69,2020s,21652,350,3.8746074265656754
70,2020s,18730,347,3.8869193806727176
71,2020s,17501,324,4.061653619793154
72,2020s,16142,300,3.367426589022426
73,2020s,16564,300,3.804515817435402
74,2020s,16959,275,3.8901468246948525
75,2020s,14343,253,3.6933695879523114
76,2020s,11624,216,3.7622161046111495
77,2020s,8836,165,3.8305794477138977
78,2020s,10141,169,3.7101863721526476
79,2020s,9303,171,3.757820058045792
80,2020s,8956,148,3.5674408217954445
81,2020s,8430,135,3.78576512455516
82,2020s,6887,117,3.7126470161173226
83,2020s,5024,80,3.592157643312102
84,2020s,4730,79,3.532980972515856
85,2020s,3113,56,3.586251204625763
86,2020s,3460,58,4.35606936416185
87,2020s,2113,51,2.7671557027922384
88,2020s,3218,36,3.241143567433188
